Season,Land Type,Soil Type,Water Source,Land Size,Previous Crop,Suggested Crop
Summer,Plain,Silt,Irrigated,12.8,Soybean,Sugarcane
Winter,Plain,Silt,Groundwater,37.0,Sugarcane,Pea
Summer,Hilly,Clay,Rainfed,17.1,Rice,Rice
Summer,Plain,Sandy,Groundwater,16.1,Corn,Cotton
Monsoon,Coastal,Sandy,Rainfed,5.6,Corn,Soybean
Summer,Plain,Sandy,Groundwater,18.6,Rice,Cotton
Winter,Hilly,Clay,Irrigated,42.5,Cotton,Mustard
Monsoon,Hilly,Clay,Irrigated,26.2,Rice,Paddy
Winter,Hilly,Clay,Irrigated,35.2,Cotton,Mustard
Winter,Hilly,Silt,Groundwater,32.7,Cotton,Pea
Winter,Coastal,Clay,Groundwater,6.4,Cotton,Mustard
Monsoon,Coastal,Sandy,Groundwater,13.5,Corn,Soybean
Summer,Plain,Sandy,Irrigated,8.6,Corn,Cotton
Summer,Hilly,Silt,Groundwater,16.2,Rice,Sugarcane
Winter,Coastal,Silt,Groundwater,31.0,Cotton,Pea
Winter,Coastal,Loam,Irrigated,18.0,Rice,Wheat
Monsoon,Coastal,Silt,Rainfed,6.2,Corn,Groundnut
Monsoon,Plain,Clay,Groundwater,31.3,Rice,Paddy
Monsoon,Plain,Sandy,Groundwater,20.4,Rice,Soybean
Winter,Coastal,Clay,Irrigated,43.0,Cotton,Mustard
Winter,Hilly,Loam,Irrigated,12.8,Sugarcane,Wheat
Summer,Coastal,Sandy,Rainfed,16.4,Wheat,Cotton
Monsoon,Coastal,Silt,Groundwater,34.0,Corn,Groundnut
Winter,Hilly,Clay,Groundwater,31.9,Rice,Mustard
Monsoon,Plain,Sandy,Irrigated,6.2,Rice,Soybean
Summer,Hilly,Loam,Irrigated,9.7,Wheat,Maize
Summer,Hilly,Clay,Rainfed,28.2,Corn,Rice
Monsoon,Plain,Clay,Rainfed,3.2,Rice,Paddy
Monsoon,Hilly,Silt,Irrigated,37.0,Soybean,Groundnut
Winter,Coastal,Sandy,Irrigated,48.3,Soybean,Barley
Winter,Plain,Clay,Rainfed,48.9,Corn,Mustard
Monsoon,Plain,Loam,Groundwater,8.2,Cotton,Rice
Summer,Coastal,Sandy,Rainfed,20.6,Sugarcane,Cotton
Monsoon,Plain,Silt,Rainfed,39.0,Rice,Groundnut
Monsoon,Plain,Sandy,Rainfed,4.9,Soybean,Soybean
Monsoon,Coastal,Silt,Rainfed,45.9,Wheat,Groundnut
Monsoon,Hilly,Clay,Irrigated,25.5,Soybean,Paddy
Summer,Hilly,Sandy,Irrigated,16.1,Wheat,Cotton
Winter,Hilly,Loam,Rainfed,48.1,Cotton,Wheat
Summer,Coastal,Silt,Irrigated,4.4,Corn,Sugarcane
Monsoon,Hilly,Loam,Groundwater,29.7,Wheat,Rice
Summer,Plain,Silt,Irrigated,4.2,Sugarcane,Sugarcane
Monsoon,Coastal,Sandy,Irrigated,12.6,Sugarcane,Soybean
Winter,Plain,Clay,Groundwater,3.7,Wheat,Mustard
Summer,Hilly,Sandy,Irrigated,49.5,Wheat,Cotton
Monsoon,Hilly,Silt,Groundwater,34.8,Corn,Groundnut
Summer,Plain,Loam,Irrigated,32.1,Wheat,Maize
Monsoon,Coastal,Loam,Rainfed,34.7,Corn,Rice
Summer,Coastal,Silt,Irrigated,10.8,Wheat,Sugarcane
Winter,Hilly,Loam,Groundwater,36.8,Sugarcane,Wheat
Monsoon,Plain,Clay,Groundwater,34.1,Wheat,Paddy
Monsoon,Plain,Sandy,Rainfed,33.5,Soybean,Soybean
Monsoon,Coastal,Clay,Groundwater,32.5,Cotton,Paddy
Winter,Hilly,Loam,Groundwater,17.6,Wheat,Wheat
Winter,Plain,Silt,Groundwater,20.7,Wheat,Pea
Summer,Coastal,Clay,Rainfed,29.1,Sugarcane,Rice
Winter,Hilly,Clay,Groundwater,10.5,Cotton,Mustard
Summer,Coastal,Loam,Irrigated,29.3,Corn,Maize
Monsoon,Plain,Sandy,Groundwater,26.5,Wheat,Soybean
Winter,Hilly,Clay,Irrigated,35.6,Corn,Mustard
Winter,Coastal,Loam,Groundwater,21.7,Sugarcane,Wheat
Winter,Coastal,Silt,Groundwater,6.1,Soybean,Pea
Winter,Hilly,Silt,Rainfed,13.6,Wheat,Pea
Monsoon,Coastal,Loam,Irrigated,9.1,Cotton,Rice
Winter,Plain,Sandy,Irrigated,37.7,Cotton,Barley
Summer,Hilly,Sandy,Rainfed,27.8,Cotton,Cotton
Summer,Coastal,Sandy,Irrigated,19.5,Sugarcane,Cotton
Winter,Hilly,Loam,Rainfed,40.2,Sugarcane,Wheat
Monsoon,Hilly,Loam,Groundwater,45.0,Rice,Rice
Winter,Plain,Clay,Irrigated,3.7,Corn,Mustard
Monsoon,Plain,Loam,Groundwater,7.2,Rice,Rice
Summer,Coastal,Silt,Rainfed,44.8,Sugarcane,Sugarcane
Monsoon,Hilly,Loam,Groundwater,17.9,Cotton,Rice
Monsoon,Coastal,Silt,Irrigated,37.7,Rice,Groundnut
Winter,Plain,Loam,Rainfed,17.2,Rice,Wheat
Winter,Hilly,Sandy,Groundwater,8.3,Soybean,Barley
Summer,Hilly,Clay,Irrigated,20.9,Sugarcane,Rice
Summer,Hilly,Silt,Groundwater,46.0,Rice,Sugarcane
Monsoon,Hilly,Clay,Irrigated,28.4,Soybean,Paddy
Monsoon,Hilly,Clay,Rainfed,1.0,Corn,Paddy
Monsoon,Plain,Loam,Groundwater,26.2,Corn,Rice
Winter,Plain,Loam,Groundwater,1.6,Rice,Wheat
Winter,Coastal,Loam,Irrigated,1.9,Wheat,Wheat
Winter,Plain,Silt,Groundwater,28.1,Wheat,Pea
Monsoon,Hilly,Clay,Groundwater,9.7,Cotton,Paddy
Winter,Plain,Sandy,Irrigated,11.9,Wheat,Barley
Winter,Hilly,Clay,Rainfed,23.5,Cotton,Mustard
Summer,Coastal,Silt,Irrigated,48.7,Corn,Sugarcane
Winter,Plain,Sandy,Rainfed,14.9,Sugarcane,Barley
Summer,Plain,Silt,Rainfed,8.4,Wheat,Sugarcane
Winter,Hilly,Sandy,Rainfed,26.6,Rice,Barley
Summer,Hilly,Sandy,Irrigated,47.3,Rice,Cotton
Summer,Plain,Loam,Groundwater,41.2,Sugarcane,Maize
Summer,Hilly,Loam,Irrigated,6.4,Rice,Maize
Winter,Coastal,Loam,Groundwater,23.9,Soybean,Wheat
Winter,Plain,Clay,Irrigated,16.8,Cotton,Mustard
Monsoon,Plain,Silt,Groundwater,3.2,Corn,Groundnut
Summer,Hilly,Clay,Irrigated,36.1,Cotton,Rice
Monsoon,Coastal,Loam,Groundwater,28.6,Cotton,Rice
Winter,Hilly,Clay,Irrigated,47.1,Cotton,Mustard
Summer,Plain,Clay,Irrigated,47.8,Cotton,Rice
Winter,Hilly,Clay,Rainfed,36.8,Rice,Mustard
Monsoon,Coastal,Sandy,Rainfed,25.9,Sugarcane,Soybean
Winter,Coastal,Clay,Groundwater,40.6,Wheat,Mustard
Summer,Hilly,Sandy,Groundwater,41.5,Cotton,Cotton
Winter,Coastal,Silt,Groundwater,31.9,Cotton,Pea
Monsoon,Hilly,Loam,Groundwater,45.6,Corn,Rice
Summer,Coastal,Sandy,Irrigated,7.0,Corn,Cotton
Winter,Plain,Clay,Groundwater,39.7,Wheat,Mustard
Winter,Plain,Clay,Groundwater,47.4,Corn,Mustard
Monsoon,Plain,Silt,Groundwater,43.5,Sugarcane,Groundnut
Summer,Plain,Sandy,Groundwater,4.4,Corn,Cotton
Monsoon,Hilly,Silt,Rainfed,23.6,Soybean,Groundnut
Monsoon,Plain,Loam,Groundwater,18.7,Corn,Rice
Winter,Plain,Silt,Groundwater,44.3,Sugarcane,Pea
Monsoon,Hilly,Clay,Rainfed,32.5,Cotton,Paddy
Summer,Hilly,Silt,Irrigated,28.2,Wheat,Sugarcane
Winter,Plain,Sandy,Irrigated,15.7,Soybean,Barley
Summer,Coastal,Loam,Rainfed,25.9,Cotton,Maize
Monsoon,Plain,Silt,Groundwater,3.9,Cotton,Groundnut
Winter,Hilly,Sandy,Groundwater,9.1,Sugarcane,Barley
Monsoon,Plain,Silt,Rainfed,43.2,Rice,Groundnut
Monsoon,Plain,Sandy,Rainfed,1.6,Corn,Soybean
Summer,Plain,Loam,Rainfed,19.2,Sugarcane,Maize
Summer,Coastal,Loam,Groundwater,47.2,Wheat,Maize
Summer,Plain,Loam,Rainfed,12.1,Wheat,Maize
Monsoon,Coastal,Loam,Groundwater,23.1,Wheat,Rice
Monsoon,Plain,Silt,Groundwater,10.2,Rice,Groundnut
Winter,Plain,Clay,Rainfed,22.8,Wheat,Mustard
Winter,Hilly,Clay,Rainfed,3.9,Sugarcane,Mustard
Winter,Hilly,Clay,Groundwater,38.3,Soybean,Mustard
Summer,Hilly,Loam,Groundwater,33.2,Corn,Maize
Summer,Coastal,Sandy,Rainfed,7.3,Sugarcane,Cotton
Monsoon,Plain,Sandy,Groundwater,36.3,Soybean,Soybean
Monsoon,Hilly,Loam,Rainfed,7.5,Soybean,Rice
Monsoon,Hilly,Sandy,Rainfed,18.3,Soybean,Soybean
Winter,Hilly,Sandy,Irrigated,36.8,Corn,Barley
Summer,Coastal,Sandy,Groundwater,36.8,Rice,Cotton
Summer,Hilly,Silt,Rainfed,41.3,Rice,Sugarcane
Summer,Coastal,Loam,Irrigated,35.4,Cotton,Maize
Summer,Plain,Clay,Groundwater,25.5,Corn,Rice
Monsoon,Coastal,Sandy,Irrigated,35.8,Cotton,Soybean
Summer,Plain,Sandy,Groundwater,12.2,Sugarcane,Cotton
Summer,Coastal,Clay,Groundwater,39.7,Rice,Rice
Monsoon,Plain,Sandy,Rainfed,38.1,Soybean,Soybean
Winter,Coastal,Clay,Groundwater,29.1,Sugarcane,Mustard
Monsoon,Coastal,Loam,Groundwater,26.1,Cotton,Rice
Monsoon,Coastal,Silt,Groundwater,40.6,Sugarcane,Groundnut
Summer,Hilly,Loam,Groundwater,14.0,Corn,Maize
Summer,Plain,Clay,Groundwater,13.4,Sugarcane,Rice
Winter,Hilly,Silt,Irrigated,48.2,Rice,Pea
Summer,Plain,Silt,Groundwater,39.7,Soybean,Sugarcane
Monsoon,Coastal,Silt,Irrigated,39.1,Sugarcane,Groundnut
Summer,Hilly,Loam,Rainfed,30.1,Wheat,Maize
Monsoon,Coastal,Clay,Irrigated,14.0,Sugarcane,Paddy
Winter,Hilly,Silt,Groundwater,43.7,Sugarcane,Pea
Summer,Plain,Loam,Groundwater,41.7,Sugarcane,Maize
Summer,Coastal,Clay,Irrigated,48.7,Soybean,Rice
Monsoon,Plain,Sandy,Rainfed,3.3,Rice,Soybean
Summer,Plain,Sandy,Groundwater,4.5,Sugarcane,Cotton
Summer,Hilly,Loam,Groundwater,11.9,Rice,Maize
Monsoon,Coastal,Clay,Groundwater,28.7,Sugarcane,Paddy
Summer,Coastal,Silt,Rainfed,42.5,Wheat,Sugarcane
Winter,Plain,Clay,Irrigated,21.7,Soybean,Mustard
Summer,Coastal,Sandy,Irrigated,12.9,Soybean,Cotton
Monsoon,Coastal,Silt,Rainfed,37.0,Sugarcane,Groundnut
Summer,Hilly,Silt,Rainfed,44.8,Sugarcane,Sugarcane
Summer,Coastal,Silt,Rainfed,31.3,Soybean,Sugarcane
Summer,Plain,Silt,Irrigated,26.6,Wheat,Sugarcane
Monsoon,Hilly,Sandy,Groundwater,14.3,Soybean,Soybean
Winter,Coastal,Clay,Irrigated,41.0,Wheat,Mustard
Winter,Coastal,Clay,Groundwater,4.2,Soybean,Mustard
Monsoon,Coastal,Silt,Irrigated,21.9,Wheat,Groundnut
Summer,Coastal,Silt,Irrigated,28.7,Rice,Sugarcane
Monsoon,Plain,Loam,Rainfed,24.2,Sugarcane,Rice
Winter,Coastal,Silt,Rainfed,23.9,Rice,Pea
Winter,Coastal,Loam,Irrigated,48.7,Soybean,Wheat
Winter,Plain,Loam,Irrigated,18.5,Cotton,Wheat
Winter,Coastal,Clay,Irrigated,20.2,Soybean,Mustard
Winter,Coastal,Loam,Rainfed,4.0,Sugarcane,Wheat
Monsoon,Plain,Sandy,Irrigated,38.6,Cotton,Soybean
Winter,Plain,Silt,Irrigated,37.6,Rice,Pea
Monsoon,Plain,Sandy,Irrigated,43.9,Sugarcane,Soybean
Winter,Hilly,Loam,Rainfed,11.3,Soybean,Wheat
Winter,Hilly,Clay,Irrigated,25.1,Soybean,Mustard
Winter,Coastal,Silt,Irrigated,46.9,Wheat,Pea
Monsoon,Plain,Silt,Irrigated,42.4,Cotton,Groundnut
Winter,Coastal,Loam,Rainfed,44.4,Rice,Wheat
Monsoon,Hilly,Silt,Rainfed,48.2,Soybean,Groundnut
Winter,Coastal,Loam,Rainfed,34.1,Rice,Wheat
Winter,Coastal,Sandy,Irrigated,16.5,Corn,Barley
Winter,Plain,Loam,Groundwater,11.5,Sugarcane,Wheat
Summer,Coastal,Loam,Irrigated,29.8,Wheat,Maize
Monsoon,Plain,Clay,Groundwater,23.5,Soybean,Paddy
Winter,Plain,Silt,Irrigated,26.7,Wheat,Pea
Monsoon,Hilly,Loam,Groundwater,16.2,Cotton,Rice
Summer,Coastal,Silt,Rainfed,27.7,Corn,Sugarcane
Summer,Coastal,Clay,Groundwater,21.9,Rice,Rice
Monsoon,Plain,Sandy,Irrigated,12.7,Sugarcane,Soybean
Summer,Plain,Silt,Irrigated,7.6,Sugarcane,Sugarcane
Winter,Plain,Clay,Irrigated,16.2,Sugarcane,Mustard
Winter,Coastal,Clay,Rainfed,8.8,Cotton,Mustard
Summer,Coastal,Clay,Groundwater,43.6,Wheat,Rice
Monsoon,Plain,Clay,Groundwater,17.5,Wheat,Paddy
Monsoon,Plain,Clay,Groundwater,4.2,Soybean,Paddy
Monsoon,Hilly,Silt,Groundwater,24.3,Sugarcane,Groundnut
Winter,Hilly,Silt,Rainfed,33.2,Soybean,Pea
Summer,Hilly,Clay,Groundwater,4.8,Cotton,Rice
Summer,Coastal,Loam,Irrigated,23.8,Sugarcane,Maize
Summer,Hilly,Sandy,Rainfed,25.0,Wheat,Cotton
Winter,Coastal,Silt,Irrigated,3.2,Rice,Pea
Monsoon,Coastal,Silt,Rainfed,17.7,Wheat,Groundnut
Winter,Coastal,Sandy,Irrigated,45.5,Cotton,Barley
Monsoon,Hilly,Loam,Groundwater,12.8,Wheat,Rice
Winter,Hilly,Sandy,Groundwater,20.7,Wheat,Barley
Monsoon,Hilly,Silt,Irrigated,28.7,Cotton,Groundnut
Summer,Plain,Sandy,Groundwater,18.9,Wheat,Cotton
Summer,Plain,Loam,Rainfed,41.7,Cotton,Maize
Winter,Hilly,Sandy,Irrigated,42.2,Sugarcane,Barley
Winter,Hilly,Loam,Rainfed,24.4,Wheat,Wheat
Monsoon,Coastal,Loam,Irrigated,35.6,Cotton,Rice
Summer,Hilly,Sandy,Rainfed,39.8,Wheat,Cotton
Summer,Hilly,Loam,Irrigated,45.6,Sugarcane,Maize
Winter,Hilly,Clay,Rainfed,28.0,Cotton,Mustard
Monsoon,Hilly,Sandy,Groundwater,6.6,Sugarcane,Soybean
Monsoon,Hilly,Loam,Groundwater,16.2,Rice,Rice
Summer,Coastal,Sandy,Irrigated,28.4,Sugarcane,Cotton
Winter,Plain,Loam,Groundwater,10.3,Cotton,Wheat
Monsoon,Hilly,Loam,Groundwater,12.1,Soybean,Rice
Winter,Plain,Silt,Irrigated,33.2,Soybean,Pea
Winter,Hilly,Silt,Groundwater,42.4,Sugarcane,Pea
Summer,Coastal,Loam,Irrigated,20.0,Soybean,Maize
Winter,Plain,Clay,Irrigated,4.7,Wheat,Mustard
Summer,Hilly,Clay,Irrigated,48.3,Rice,Rice
Summer,Plain,Silt,Irrigated,33.3,Sugarcane,Sugarcane
Monsoon,Hilly,Clay,Irrigated,1.6,Sugarcane,Paddy
Monsoon,Plain,Sandy,Rainfed,39.1,Wheat,Soybean
Monsoon,Coastal,Clay,Irrigated,45.7,Corn,Paddy
Winter,Hilly,Clay,Rainfed,3.3,Wheat,Mustard
Monsoon,Coastal,Clay,Irrigated,1.4,Rice,Paddy
Monsoon,Plain,Clay,Rainfed,33.7,Cotton,Paddy
Monsoon,Hilly,Clay,Irrigated,42.4,Rice,Paddy
Summer,Coastal,Loam,Irrigated,21.5,Corn,Maize
Summer,Coastal,Clay,Groundwater,42.8,Rice,Rice
Monsoon,Plain,Sandy,Groundwater,25.6,Wheat,Soybean
Winter,Coastal,Silt,Irrigated,3.6,Corn,Pea
Summer,Hilly,Sandy,Groundwater,10.6,Soybean,Cotton
Monsoon,Hilly,Loam,Irrigated,11.6,Soybean,Rice
Summer,Hilly,Loam,Rainfed,7.2,Soybean,Maize
Monsoon,Plain,Clay,Irrigated,10.4,Cotton,Paddy
Summer,Coastal,Clay,Irrigated,18.6,Rice,Rice
Monsoon,Plain,Clay,Irrigated,38.7,Soybean,Paddy
Summer,Plain,Loam,Rainfed,5.3,Soybean,Maize
Monsoon,Plain,Clay,Rainfed,46.1,Cotton,Paddy
Summer,Hilly,Loam,Rainfed,6.2,Sugarcane,Maize
Winter,Plain,Clay,Groundwater,36.9,Sugarcane,Mustard
Summer,Hilly,Silt,Groundwater,6.2,Wheat,Sugarcane
Monsoon,Plain,Sandy,Irrigated,22.7,Corn,Soybean
Winter,Coastal,Silt,Groundwater,1.4,Sugarcane,Pea
Monsoon,Hilly,Sandy,Groundwater,38.7,Rice,Soybean
Winter,Coastal,Loam,Rainfed,44.2,Rice,Wheat
Winter,Hilly,Sandy,Rainfed,21.5,Wheat,Barley
Summer,Hilly,Clay,Rainfed,33.5,Wheat,Rice
Summer,Plain,Sandy,Rainfed,40.4,Cotton,Cotton
Monsoon,Coastal,Silt,Rainfed,37.2,Cotton,Groundnut
Monsoon,Coastal,Silt,Rainfed,18.5,Corn,Groundnut
Winter,Hilly,Silt,Rainfed,45.5,Soybean,Pea
Monsoon,Coastal,Clay,Groundwater,16.6,Rice,Paddy
Summer,Hilly,Silt,Rainfed,37.6,Corn,Sugarcane
Winter,Plain,Silt,Groundwater,24.5,Wheat,Pea
Monsoon,Plain,Loam,Groundwater,11.1,Corn,Rice
Summer,Plain,Silt,Groundwater,30.0,Rice,Sugarcane
Winter,Plain,Silt,Irrigated,33.3,Cotton,Pea
Summer,Plain,Silt,Irrigated,1.5,Rice,Sugarcane
Monsoon,Plain,Clay,Rainfed,5.2,Rice,Paddy
Monsoon,Coastal,Silt,Groundwater,7.4,Rice,Groundnut
Monsoon,Coastal,Loam,Groundwater,23.0,Cotton,Rice
Monsoon,Coastal,Sandy,Rainfed,18.3,Rice,Soybean
Winter,Coastal,Sandy,Rainfed,3.1,Corn,Barley
Winter,Plain,Silt,Groundwater,20.1,Sugarcane,Pea
Winter,Plain,Sandy,Rainfed,37.7,Wheat,Barley
Winter,Coastal,Sandy,Rainfed,49.6,Cotton,Barley
Winter,Plain,Silt,Rainfed,8.8,Sugarcane,Pea
Summer,Hilly,Silt,Rainfed,10.0,Corn,Sugarcane
Winter,Plain,Sandy,Rainfed,38.2,Corn,Barley
Monsoon,Coastal,Sandy,Rainfed,25.3,Wheat,Soybean
Monsoon,Hilly,Loam,Irrigated,33.2,Cotton,Rice
Winter,Coastal,Sandy,Groundwater,49.2,Wheat,Barley
Winter,Hilly,Clay,Rainfed,11.7,Soybean,Mustard
Summer,Plain,Sandy,Groundwater,24.3,Soybean,Cotton
Winter,Coastal,Silt,Rainfed,7.4,Cotton,Pea
Summer,Hilly,Loam,Groundwater,44.7,Soybean,Maize
Summer,Coastal,Clay,Groundwater,34.1,Sugarcane,Rice
Winter,Plain,Loam,Groundwater,20.0,Soybean,Wheat
Monsoon,Coastal,Loam,Rainfed,5.2,Sugarcane,Rice
Monsoon,Plain,Clay,Irrigated,21.6,Wheat,Paddy
Summer,Coastal,Sandy,Irrigated,4.4,Cotton,Cotton
Summer,Coastal,Loam,Groundwater,45.4,Corn,Maize
Monsoon,Plain,Loam,Irrigated,33.8,Soybean,Rice
Summer,Coastal,Clay,Rainfed,35.5,Cotton,Rice
Summer,Coastal,Clay,Irrigated,46.7,Rice,Rice
Summer,Coastal,Silt,Irrigated,21.0,Corn,Sugarcane
Monsoon,Plain,Silt,Groundwater,20.3,Wheat,Groundnut
Winter,Plain,Silt,Rainfed,30.5,Sugarcane,Pea
Summer,Coastal,Sandy,Groundwater,48.0,Corn,Cotton
Monsoon,Plain,Sandy,Rainfed,13.0,Cotton,Soybean
Winter,Hilly,Loam,Irrigated,15.6,Soybean,Wheat
Summer,Plain,Loam,Groundwater,38.5,Cotton,Maize
Monsoon,Coastal,Sandy,Rainfed,2.4,Cotton,Soybean
Monsoon,Hilly,Clay,Irrigated,34.4,Soybean,Paddy
Monsoon,Coastal,Silt,Groundwater,32.3,Soybean,Groundnut
Monsoon,Plain,Silt,Irrigated,12.2,Soybean,Groundnut
Winter,Coastal,Loam,Rainfed,49.3,Rice,Wheat
Summer,Hilly,Sandy,Irrigated,44.0,Wheat,Cotton
Winter,Hilly,Clay,Irrigated,32.5,Soybean,Mustard
Monsoon,Coastal,Clay,Rainfed,10.4,Soybean,Paddy
Winter,Coastal,Loam,Irrigated,37.4,Soybean,Wheat
Monsoon,Plain,Clay,Rainfed,19.7,Cotton,Paddy
Summer,Plain,Loam,Rainfed,15.8,Rice,Maize
Winter,Hilly,Loam,Rainfed,9.0,Cotton,Wheat
Summer,Hilly,Clay,Irrigated,12.0,Rice,Rice
Monsoon,Coastal,Silt,Rainfed,12.8,Wheat,Groundnut
Summer,Plain,Sandy,Groundwater,15.2,Corn,Cotton
Monsoon,Hilly,Sandy,Rainfed,32.9,Soybean,Soybean
Summer,Hilly,Sandy,Groundwater,6.5,Rice,Cotton
Winter,Hilly,Clay,Rainfed,50.0,Wheat,Mustard
Monsoon,Coastal,Clay,Irrigated,21.7,Sugarcane,Paddy
Monsoon,Coastal,Silt,Irrigated,1.9,Soybean,Groundnut
Summer,Plain,Clay,Irrigated,49.6,Corn,Rice
Winter,Hilly,Silt,Groundwater,15.1,Corn,Pea
Monsoon,Hilly,Clay,Irrigated,16.8,Sugarcane,Paddy
Summer,Coastal,Sandy,Rainfed,25.2,Cotton,Cotton
Winter,Coastal,Clay,Groundwater,41.3,Corn,Mustard
Winter,Coastal,Loam,Groundwater,26.8,Rice,Wheat
Monsoon,Plain,Silt,Groundwater,35.7,Corn,Groundnut
Winter,Coastal,Sandy,Rainfed,37.8,Sugarcane,Barley
Monsoon,Coastal,Sandy,Rainfed,26.4,Soybean,Soybean
Monsoon,Plain,Loam,Irrigated,41.5,Corn,Rice
Monsoon,Hilly,Clay,Rainfed,10.4,Soybean,Paddy
Summer,Coastal,Clay,Rainfed,24.4,Rice,Rice
Summer,Coastal,Loam,Rainfed,40.3,Wheat,Maize
Monsoon,Hilly,Sandy,Rainfed,3.4,Soybean,Soybean
Monsoon,Hilly,Silt,Rainfed,29.6,Rice,Groundnut
Winter,Hilly,Loam,Groundwater,25.8,Wheat,Wheat
Summer,Plain,Sandy,Irrigated,23.6,Soybean,Cotton
Monsoon,Plain,Clay,Irrigated,5.3,Rice,Paddy
Summer,Plain,Sandy,Irrigated,49.9,Cotton,Cotton
Monsoon,Hilly,Loam,Irrigated,8.0,Sugarcane,Rice
Monsoon,Plain,Silt,Rainfed,30.7,Wheat,Groundnut
Winter,Hilly,Silt,Groundwater,44.7,Sugarcane,Pea
Summer,Coastal,Clay,Rainfed,41.6,Soybean,Rice
Summer,Plain,Clay,Groundwater,40.8,Rice,Rice
Summer,Coastal,Sandy,Groundwater,14.7,Soybean,Cotton
Winter,Hilly,Loam,Rainfed,14.5,Wheat,Wheat
Winter,Plain,Clay,Irrigated,38.6,Corn,Mustard
Winter,Plain,Loam,Rainfed,37.3,Wheat,Wheat
Winter,Hilly,Clay,Irrigated,33.8,Sugarcane,Mustard
Winter,Hilly,Silt,Groundwater,25.1,Rice,Pea
Winter,Coastal,Loam,Irrigated,15.4,Rice,Wheat
Monsoon,Hilly,Clay,Rainfed,33.0,Soybean,Paddy
Summer,Plain,Sandy,Rainfed,22.4,Cotton,Cotton
Monsoon,Plain,Sandy,Irrigated,48.0,Cotton,Soybean
Winter,Plain,Sandy,Groundwater,49.1,Sugarcane,Barley
Winter,Coastal,Clay,Rainfed,48.5,Sugarcane,Mustard
Summer,Plain,Clay,Groundwater,36.4,Cotton,Rice
Summer,Plain,Silt,Groundwater,14.5,Rice,Sugarcane
Summer,Hilly,Sandy,Irrigated,13.5,Sugarcane,Cotton
Monsoon,Coastal,Clay,Irrigated,42.9,Corn,Paddy
Monsoon,Coastal,Silt,Irrigated,7.9,Rice,Groundnut
Summer,Hilly,Sandy,Groundwater,10.4,Corn,Cotton
Monsoon,Plain,Clay,Irrigated,46.9,Cotton,Paddy
Summer,Coastal,Loam,Irrigated,16.5,Soybean,Maize
Summer,Plain,Loam,Groundwater,9.2,Rice,Maize
Winter,Plain,Loam,Irrigated,34.5,Soybean,Wheat
Summer,Plain,Sandy,Groundwater,8.3,Corn,Cotton
Winter,Plain,Silt,Rainfed,18.2,Cotton,Pea
Winter,Hilly,Silt,Irrigated,41.2,Soybean,Pea
Winter,Hilly,Loam,Rainfed,49.7,Rice,Wheat
Monsoon,Coastal,Sandy,Rainfed,33.2,Rice,Soybean
Summer,Hilly,Loam,Rainfed,42.3,Wheat,Maize
Winter,Coastal,Silt,Irrigated,36.1,Cotton,Pea
Winter,Hilly,Loam,Rainfed,7.9,Sugarcane,Wheat
Summer,Plain,Silt,Groundwater,46.8,Rice,Sugarcane
Summer,Plain,Loam,Irrigated,9.7,Wheat,Maize
Summer,Hilly,Clay,Irrigated,49.2,Wheat,Rice
Summer,Hilly,Silt,Groundwater,47.4,Rice,Sugarcane
Summer,Plain,Loam,Groundwater,29.3,Wheat,Maize
Winter,Plain,Loam,Groundwater,15.9,Corn,Wheat
Winter,Hilly,Clay,Rainfed,33.1,Sugarcane,Mustard
Winter,Coastal,Loam,Groundwater,49.9,Corn,Wheat
Monsoon,Coastal,Loam,Rainfed,36.8,Sugarcane,Rice
Monsoon,Hilly,Sandy,Groundwater,26.3,Cotton,Soybean
Summer,Hilly,Sandy,Groundwater,13.3,Cotton,Cotton
Monsoon,Hilly,Sandy,Irrigated,9.7,Sugarcane,Soybean
Monsoon,Coastal,Loam,Irrigated,43.1,Corn,Rice
Monsoon,Hilly,Clay,Groundwater,21.4,Rice,Paddy
Summer,Coastal,Silt,Irrigated,39.1,Soybean,Sugarcane
Monsoon,Coastal,Silt,Groundwater,49.4,Wheat,Groundnut
Summer,Plain,Loam,Groundwater,16.0,Wheat,Maize
Monsoon,Coastal,Sandy,Rainfed,24.7,Cotton,Soybean
Summer,Hilly,Clay,Groundwater,13.1,Rice,Rice
Winter,Plain,Clay,Groundwater,18.0,Corn,Mustard
Monsoon,Plain,Loam,Groundwater,43.3,Cotton,Rice
Winter,Plain,Clay,Rainfed,4.7,Wheat,Mustard
Summer,Hilly,Sandy,Groundwater,4.4,Rice,Cotton
Monsoon,Plain,Sandy,Irrigated,47.8,Soybean,Soybean
Summer,Plain,Loam,Irrigated,31.3,Corn,Maize
Winter,Plain,Loam,Rainfed,30.0,Soybean,Wheat
Monsoon,Hilly,Silt,Groundwater,5.4,Rice,Groundnut
Monsoon,Hilly,Loam,Rainfed,44.7,Wheat,Rice
Summer,Hilly,Silt,Groundwater,7.8,Cotton,Sugarcane
Winter,Hilly,Loam,Groundwater,17.0,Sugarcane,Wheat
Monsoon,Coastal,Sandy,Groundwater,17.2,Sugarcane,Soybean
Summer,Coastal,Clay,Rainfed,3.7,Corn,Rice
Winter,Coastal,Clay,Irrigated,34.6,Sugarcane,Mustard
Winter,Hilly,Clay,Rainfed,9.8,Corn,Mustard
